id,alias,name,image_url,url,review_count,categories,rating,coordinates,price,phone,address
Q2l7Uy61Bp4UDngOGCDBYQ,tp-tea-san-mateo,TP TEA,https://s3-media3.fl.yelpcdn.com/bphoto/9TIORIcLL0sbWLEVmw_5OQ/o.jpg,https://www.yelp.com/biz/tp-tea-san-mateo?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,127,bubbletea,4.0,"37.56343699424468,-122.32380882944777",,+16505131754,"['65 E 4th Ave', 'San Mateo, CA 94401']",,
VMibyZrQnx1F1qa8llvMPA,heere-tea-san-mateo-5,Heere Tea,https://s3-media4.fl.yelpcdn.com/bphoto/S3y6Y00V3kQCpZ0ijuWkoQ/o.jpg,https://www.yelp.com/biz/heere-tea-san-mateo-5?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,35,"desserts,bubbletea",4.0,"37.565893,-122.32242",$$,,"['253 S B St', 'San Mateo, CA 94401']",,
Xm-Yd2K-tWgSjcFIflpG0A,urban-ritual-san-mateo,Urban Ritual,https://s3-media2.fl.yelpcdn.com/bphoto/SVUrNaF_qkeje-C7hWi1xQ/o.jpg,https://www.yelp.com/biz/urban-ritual-san-mateo?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,509,bubbletea,4.0,"37.566537,-122.323725",,+16504583298,"['140 South B St', 'San Mateo, CA 94401']",,
HZPkNjGm2D-a5mHd9W278w,tpumps-foster-city,Tpumps,https://s3-media2.fl.yelpcdn.com/bphoto/NWjaVX1sqzO-xu6nNuCJbw/o.jpg,https://www.yelp.com/biz/tpumps-foster-city?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,342,"bubbletea,juicebars,tea",4.0,"37.5573531403401,-122.274742340384",$,+15103988499,"['985 E Hillsdale Blvd', 'Metro Center Plz', 'Foster City, CA 94404']",,
G9Slc9RL25KslNMqGH_mMw,mints-and-honey-san-carlos-4,Mints & Honey,https://s3-media2.fl.yelpcdn.com/bphoto/KTgbzdjWPLxyI4_1En4B8w/o.jpg,https://www.yelp.com/biz/mints-and-honey-san-carlos-4?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,783,"venues,coffee,breakfast_brunch",4.5,"37.49613,-122.2477",$$,+16508087786,"['1524 El Camino Real', 'San Carlos, CA 94070']",,
gFl8dZrou2hNHpddplzzAA,mr-green-bubble-san-mateo,Mr. Green Bubble,https://s3-media2.fl.yelpcdn.com/bphoto/mvByZ_qfFl7ENhJSxtVIoQ/o.jpg,https://www.yelp.com/biz/mr-green-bubble-san-mateo?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,62,"taiwanese,bubbletea,juicebars",3.5,"37.54470507323991,-122.28481421138929",$$,+16503580352,"['2986 S Norfolk St', 'San Mateo, CA 94403']",,
aGwk8e8O9TiZF2iqdX3jag,sunright-tea-studio-burlingame,Sunright Tea Studio,https://s3-media2.fl.yelpcdn.com/bphoto/OZzFqY2aiFlSetvh7xm6Dg/o.jpg,https://www.yelp.com/biz/sunright-tea-studio-burlingame?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,29,bubbletea,4.5,"37.580086,-122.346675",,+16504372959,"['346 Lorton Ave', 'Burlingame, CA 94010']",,
kuk1CpdX0BInshkFRmu5cg,boba-guys-san-carlos-2,Boba Guys,https://s3-media3.fl.yelpcdn.com/bphoto/eWCzcJhel_t6S9BWnoA6Aw/o.jpg,https://www.yelp.com/biz/boba-guys-san-carlos-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,642,bubbletea,4.0,"37.5027402543983,-122.256980158539",$$,+14159672622,"['872 Laurel St', 'San Carlos, CA 94070']",,
YaPtgVlT4J1OUoJGvH_zOQ,raretea-san-mateo-2,RareTea,https://s3-media2.fl.yelpcdn.com/bphoto/sLSah_xz7k-GEZJu5p8sgQ/o.jpg,https://www.yelp.com/biz/raretea-san-mateo-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,122,bubbletea,4.5,"37.53380083,-122.32729233",,+16503896625,"['1330 W Hillsdale Blvd', 'San Mateo, CA 94403']",,
2oGYlRxPAn0SyL9AMV5HVw,tong-sui-redwood-city,Tong Sui,https://s3-media1.fl.yelpcdn.com/bphoto/Tx_lFmZ5NMc9clAdCmRDMw/o.jpg,https://www.yelp.com/biz/tong-sui-redwood-city?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,53,"desserts,bubbletea",4.5,"37.4867,-122.23148",,+16503623313,"['2400 Broadway', 'Unit 110', 'Redwood City, CA 94063']",,
95J81ycJU6t94ATQ1aXtDw,happy-lemon-foster-city-2,Happy Lemon,https://s3-media2.fl.yelpcdn.com/bphoto/cJ1aT3exAqmcQpJAelhN-w/o.jpg,https://www.yelp.com/biz/happy-lemon-foster-city-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,209,"tea,juicebars,bubbletea",3.5,"37.559109,-122.267134",$,+16503763889,"['780 Alma Ln', 'Ste 170', 'Foster City, CA 94404']",,
DWFE92L-OkD-uNeTpdTbdA,teaspoon-san-mateo-san-mateo-2,Teaspoon San Mateo,https://s3-media1.fl.yelpcdn.com/bphoto/Ch_ZY6_Bc4QfMXUg5j4deQ/o.jpg,https://www.yelp.com/biz/teaspoon-san-mateo-san-mateo-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,529,"bubbletea,shavedice,coffee",3.5,"37.564318,-122.3238431",$$,+16503935727,"['128 E 3rd Ave', 'San Mateo, CA 94401']",,
mhtIcBR87cgkdyCuJpsQtA,feng-cha-burlingame,Feng Cha,https://s3-media2.fl.yelpcdn.com/bphoto/66W20ChvdhT0VJ3J1rj_qQ/o.jpg,https://www.yelp.com/biz/feng-cha-burlingame?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,272,"desserts,coffee,bubbletea",4.5,"37.586297,-122.364326",$$,+16507813001,"['1199 Broadway', 'Ste 2', 'Burlingame, CA 94010']",,
mWRUJraG7Z_4JsRIlWl9CQ,yans-tea-san-carlos,Yan's Tea,https://s3-media2.fl.yelpcdn.com/bphoto/qlyyMqYcehYU-Ure-iQNDg/o.jpg,https://www.yelp.com/biz/yans-tea-san-carlos?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,19,"bubbletea,tea,juicebars",4.0,"37.50307,-122.25658",,+16505939777,"['885 Laurel St', 'San Carlos, CA 94070']",,
69MUzuYkQKkuIOZS51RHMQ,tea-hut-san-carlos,Tea Hut,https://s3-media3.fl.yelpcdn.com/bphoto/G1ARrAd6hie7oYc_gVl1ow/o.jpg,https://www.yelp.com/biz/tea-hut-san-carlos?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,89,"bubbletea,juicebars,tea",3.5,"37.50534604764837,-122.25939346001607",$,,"['711 Laurel St', 'San Carlos, CA 94070']",,
P5ryvM3eaOTsLa6vvNqBDw,tan-cha-san-mateo-san-mateo,Tan Cha - San Mateo,https://s3-media3.fl.yelpcdn.com/bphoto/C42gR2ep3hcvcmJT8I8BmQ/o.jpg,https://www.yelp.com/biz/tan-cha-san-mateo-san-mateo?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,84,bubbletea,3.5,"37.56413,-122.32294",$$,,"['165 E 4th Ave', 'San Mateo, CA 94401']",,
1c6WsAqKTE3HjlYXMu5PqQ,cha-express-san-mateo,Cha Express,https://s3-media3.fl.yelpcdn.com/bphoto/ZThCptB6Jsmfqd98wkYCSg/o.jpg,https://www.yelp.com/biz/cha-express-san-mateo?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,424,bubbletea,4.0,"37.5650956481695,-122.322896495461",$,+16508653148,"['212 E 3rd Ave', 'San Mateo, CA 94401']",,
e663qQuv7zxI0pc8zUIfxQ,sharetea-hillsdale-san-mateo-2,Sharetea Hillsdale,https://s3-media1.fl.yelpcdn.com/bphoto/zls9TRI4PjI_CnFm96asLg/o.jpg,https://www.yelp.com/biz/sharetea-hillsdale-san-mateo-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,129,"coffee,bubbletea",3.0,"37.5381291954768,-122.30129547614209",$,+16504583028,"['78 Hillsdale Shopping Ctr', 'San Mateo, CA 94403']",,
DIGyDs-nUaQ0r-r-nEC21Q,sweet-moment-san-mateo,Sweet Moment,https://s3-media2.fl.yelpcdn.com/bphoto/aJUqtBnqBefn0KJqLbAp4Q/o.jpg,https://www.yelp.com/biz/sweet-moment-san-mateo?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,352,"desserts,bubbletea,chinese",4.0,"37.5648129008036,-122.323827428358",$,,"['137 E 3rd Ave', 'San Mateo, CA 94401']",,
AYt_jNBzzVScvYNRFSaQNw,bambu-san-mateo-2,BAMBU,https://s3-media2.fl.yelpcdn.com/bphoto/saK3BxoOb2ZcggUDUkyZXw/o.jpg,https://www.yelp.com/biz/bambu-san-mateo-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,558,"juicebars,bubbletea,vietnamese",4.0,"37.5665365,-122.3232678",$,+16505393004,"['153 South B St', 'San Mateo, CA 94401']",,
GEKhuwrBvCKNvAkwYp-5LQ,bobabia-san-mateo-4,Bobabia,https://s3-media4.fl.yelpcdn.com/bphoto/kkvOTxUpEhvt3ckCnkYMIw/o.jpg,https://www.yelp.com/biz/bobabia-san-mateo-4?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,473,"bubbletea,venues,juicebars",4.0,"37.5671965,-122.32544233",$,+16503897077,"['271 Baldwin Ave', 'San Mateo, CA 94401']",,
